symbol,side,amount,open_time,open_price,close_time,close_price,value,notional,profit,profit_percent
BTC-PERP,sell,0.004224667835491434,2022-01-04 22:00:00,47341.0,2022-01-06 03:00:00,44973.95,200.0,200.0,9.727000000000013,4.866906834784356
BTC-PERP,sell,0.005052585532071651,2022-01-07 03:00:00,43434.0,2022-01-07 11:30:00,41262.299999999996,219.45400000000006,219.45400000000006,10.67314529000004,4.866906834784366
BTC-PERP,sell,0.005649671310121536,2022-01-10 03:15:00,42622.0,2022-01-10 21:30:00,40490.9,240.8002905800001,240.8002905800001,11.711322132358301,4.866906834784348
BTC-PERP,buy,0.006304531969570907,2022-01-14 18:30:00,41910.0,2022-01-18 16:30:00,41535.94789003004,264.2229348447167,264.2229348447167,-2.72648483793375,-1.0311662139365252
BTC-PERP,sell,0.0060160873496117265,2022-01-20 22:00:00,43013.0,2022-01-20 22:15:00,43333.4993325956,258.7699651688492,258.7699651688492,-2.291779638010068,-0.8862639858605226
BTC-PERP,sell,0.00588421699830615,2022-01-20 22:15:00,43198.0,2022-01-20 22:30:00,43333.4993325956,254.18640589282907,254.18640589282907,-1.1537265596014445,-0.45420789906520975
BTC-PERP,sell,0.005815588482686296,2022-01-20 22:30:00,43311.0,2022-01-20 22:45:00,43333.4993325956,251.87895277362617,251.87895277362617,-0.48356898619584004,-0.1921191573461353
BTC-PERP,sell,0.0058057248091358815,2022-01-20 22:45:00,43218.0,2022-01-20 23:00:00,43333.4993325956,250.91181480123453,250.91181480123453,-1.0223032715491291,-0.40772069100417613
BTC-PERP,sell,0.005744194074048153,2022-01-20 23:00:00,43325.0,2022-01-20 23:15:00,43333.4993325956,248.86720825813623,248.86720825813623,-0.3972700827615556,-0.1597431696207374
BTC-PERP,sell,0.0057347234752557485,2022-01-20 23:15:00,43258.0,2022-01-20 23:45:00,43333.4993325956,248.07266809261318,248.07266809261318,-0.7805726077882867,-0.3148752328775794
BTC-PERP,sell,0.005704568599195534,2022-01-20 23:45:00,43213.0,2022-01-21 00:00:00,43333.4993325956,246.51152287703658,246.51152287703658,-1.0329940186730073,-0.4193384588854881
BTC-PERP,sell,0.00564539341431156,2022-01-21 00:00:00,43300.0,2022-01-21 05:15:00,41135.0,244.44553483969057,244.44553483969057,11.888608586928344,4.866906834784347
BTC-PERP,sell,0.007446081617165822,2022-01-23 16:30:00,36022.0,2022-01-24 17:15:00,34220.9,268.2227520135472,268.2227520135472,13.04501354417885,4.866906834784341
BTC-PERP,sell,0.008185814627076403,2022-01-25 01:45:00,35954.0,2022-01-26 12:00:00,37670.14324376557,294.312779101905,294.312779101905,-14.469901979044074,-4.919948787080821
BTC-PERP,sell,0.007053664747855425,2022-01-26 12:15:00,37622.0,2022-01-26 12:30:00,37670.14324376557,265.3729751438168,265.3729751438168,-0.7113461770089189,-0.2682430144783342
BTC-PERP,sell,0.006996879514097099,2022-01-26 12:30:00,37724.0,2022-01-26 12:45:00,37670.14324376557,263.95028278979896,263.95028278979896,0.007562618950769217,0.0028671749892917025
BTC-PERP,sell,0.006968831723631145,2022-01-26 12:45:00,37878.0,2022-01-26 13:00:00,37670.14324376557,263.9654080277005,263.9654080277005,1.079981148708576,0.40942397458409224
BTC-PERP,sell,0.007073099543524722,2022-01-26 13:00:00,37625.0,2022-01-26 13:15:00,37670.14324376557,266.1253703251177,266.1253703251177,-0.6921016871864244,-0.2602482044040844
BTC-PERP,buy,0.00728531789401868,2022-01-27 05:00:00,36339.0,2022-01-29 20:45:00,38155.950000000004,264.7411669507448,264.7411669507448,12.857154772962968,4.853102828020404
BTC-PERP,buy,0.0067958698291219165,2022-02-11 07:45:00,42740.0,2022-02-12 02:15:00,42227.251620776726,290.4554764966707,290.4554764966707,-3.8887697075217376,-1.3379157176729142
BTC-PERP,buy,0.006629407530056925,2022-02-12 02:15:00,42640.0,2022-02-12 05:30:00,42227.251620776726,282.6779370816273,282.6779370816273,-3.130110931106569,-1.1065318427143616
