symbol,side,amount,open_time,open_price,close_time,close_price,value,notional,profit,profit_percent
ETH-PERP,buy,0.02680318421828513,2022-01-01 10:45:00,3730.9,2022-01-01 12:00:00,3709.2,100.0,100.0,-0.7212219571685224,-0.7207174549500575
ETH-PERP,buy,0.026523852001825134,2022-01-01 13:15:00,3743.0,2022-01-01 13:30:00,3728.6,99.27877804283148,99.27877804283148,-0.5206663976580624,-0.524081980444301
ETH-PERP,buy,0.02633900830648711,2022-01-02 01:30:00,3749.5,2022-01-04 01:15:00,3757.6,98.75811164517341,98.75811164517341,0.07493526880220375,0.07582450652325613
ETH-PERP,buy,0.02586304676662365,2022-01-04 18:30:00,3821.4,2022-01-06 02:00:00,3747.9,98.83304691397562,98.83304691397562,-2.0379695492702634,-2.0605900881159
ETH-PERP,buy,0.030223904753857916,2022-01-10 02:30:00,3202.6,2022-01-10 19:15:00,3087.5,96.79507736470536,96.79507736470536,-3.611849405473608,-3.7288289629221003
ETH-PERP,buy,0.029681858940954244,2022-01-11 15:15:00,3139.4,2022-01-11 19:00:00,3110.7,93.18322795923176,93.18322795923176,-0.9817295622021835,-1.0528105257835052
ETH-PERP,buy,0.029490324131466357,2022-01-11 19:30:00,3126.5,2022-01-14 01:30:00,3288.9,92.20149839702957,92.20149839702957,4.65679408114703,5.047137721650179
ETH-PERP,buy,0.029051677407971384,2022-01-15 05:00:00,3334.0,2022-01-17 10:15:00,3323.7,96.8582924781766,96.8582924781766,-0.4346244241774465,-0.44840806995991195
ETH-PERP,buy,0.03069155809084227,2022-01-20 14:15:00,3141.7,2022-01-21 06:30:00,3020.0,96.42366805399915,96.42366805399915,-3.867541141097334,-4.008181636383821
ETH-PERP,buy,0.03707435486196748,2022-01-24 07:30:00,2496.5,2022-01-24 12:15:00,2428.5,92.55612691290182,92.55612691290182,-2.6488699690004127,-2.8599047360218477
ETH-PERP,buy,0.03706140275522544,2022-01-25 05:30:00,2425.9,2022-01-25 09:45:00,2395.7,89.90725694390139,89.90725694390139,-1.2443410448750236,-1.383059229824006
ETH-PERP,buy,0.036489799941981385,2022-01-25 18:00:00,2429.8,2022-01-27 07:00:00,2463.1,88.66291589902637,88.66291589902637,1.09013167857269,1.2286637644865916
ETH-PERP,buy,0.0356785846627441,2022-01-27 22:15:00,2515.6,2022-01-28 01:15:00,2438.8,89.75304757759906,89.75304757759906,-2.8638514879958943,-3.1885805234475235
ETH-PERP,buy,0.03513371723327127,2022-01-29 00:45:00,2473.1,2022-01-31 05:00:00,2561.0,86.88919608960317,86.88919608960317,2.964447092657741,3.4093691328447306
ETH-PERP,buy,0.03477308172688116,2022-01-31 07:30:00,2584.0,2022-01-31 07:45:00,2549.9,89.85364318226091,89.85364318226091,-1.3107271538809906,-1.457715280418257
ETH-PERP,buy,0.03352374527804783,2022-01-31 23:15:00,2641.2,2022-02-02 23:15:00,2647.7,88.54291602837992,88.54291602837992,0.09379172882656815,0.10585388955582556
ETH-PERP,buy,0.03296515462556028,2022-02-04 10:30:00,2688.8,2022-02-06 23:45:00,2994.4,88.6367077572065,88.6367077572065,9.943007956833632,11.20986211169587
ETH-PERP,buy,0.032510954328223776,2022-02-07 07:15:00,3032.2,2022-02-08 22:00:00,3071.9,98.57971571404013,98.57971571404013,1.1517698054100622,1.1675466115741437
ETH-PERP,buy,0.031956001640376236,2022-02-09 06:15:00,3120.9,2022-02-09 10:15:00,3074.7,99.7314855194502,99.7314855194502,-1.614957898419563,-1.6181732481581845
ETH-PERP,buy,0.031241332108842463,2022-02-09 18:30:00,3140.6,2022-02-11 04:00:00,3113.1,98.11652762103064,98.11652762103064,-0.9958983760195029,-1.0143059063902549
ETH-PERP,buy,0.03285764572874049,2022-02-14 21:30:00,2955.8,2022-02-15 04:30:00,2894.1,97.12062924501114,97.12062924501114,-2.1618665006872804,-2.2244030640085204
ETH-PERP,buy,0.032265974428924184,2022-02-15 06:00:00,2943.0,2022-02-17 12:15:00,3068.1,94.95876274432388,94.95876274432388,3.9007056018356185,4.104915549940728
ETH-PERP,buy,0.03629868490771415,2022-02-21 11:15:00,2723.5,2022-02-21 19:15:00,2620.2,98.85946834615949,98.85946834615949,-3.885432648745821,-3.9275092344483173
ETH-PERP,buy,0.03501863341964296,2022-02-22 00:00:00,2712.1,2022-02-22 02:45:00,2638.3,94.97403569741367,94.97403569741367,-2.7155297337435487,-2.8572337404449377
ETH-PERP,buy,0.034800085233929356,2022-02-23 12:00:00,2651.1,2022-02-24 06:15:00,2583.2,92.25850596367012,92.25850596367012,-2.4904336476817748,-2.6975199062591257
ETH-PERP,buy,0.03407792586591313,2022-02-25 04:45:00,2634.2,2022-02-27 10:15:00,2715.0,89.76807231598835,89.76807231598835,2.625893661236429,2.9231515769043006
ETH-PERP,buy,0.03327593674898249,2022-02-27 17:30:00,2776.6,2022-02-28 02:30:00,2689.5,92.39396597722478,92.39396597722478,-3.025656809340902,-3.272443496856095
ETH-PERP,buy,0.03165272691360908,2022-02-28 23:30:00,2823.4,2022-03-03 04:00:00,2949.6,89.3683091678839,89.3683091678839,3.8666623017668775,4.323632803923982
ETH-PERP,buy,0.031357404725271834,2022-03-03 05:45:00,2973.3,2022-03-03 09:15:00,2930.3,93.23497146965074,93.23497146965074,-1.4779535053619586,-1.5840833523283666
ETH-PERP,buy,0.03492445398861523,2022-03-07 23:30:00,2627.3,2022-03-08 01:00:00,2570.7,91.7570179642888,91.7570179642888,-2.103800214038602,-2.2911910507466504
ETH-PERP,buy,0.03450855186691694,2022-03-08 18:00:00,2598.0,2022-03-10 12:30:00,2599.0,89.6532177502502,89.6532177502502,-0.09103010896973045,-0.10146477142673409
ETH-PERP,buy,0.03407479365442112,2022-03-11 21:30:00,2628.4,2022-03-11 22:30:00,2590.4,89.56218764128047,89.56218764128047,-1.4193228320545979,-1.5836259010718179
ETH-PERP,buy,0.034041194457662634,2022-03-13 01:15:00,2589.3,2022-03-13 04:00:00,2587.6,88.14286480922587,88.14286480922587,-0.18122953228954727,-0.20546502629483548
ETH-PERP,buy,0.03398170186476195,2022-03-13 05:30:00,2588.5,2022-03-13 07:45:00,2570.0,87.96163527693632,87.96163527693632,-0.7513677108466507,-0.8536018219735958
ETH-PERP,buy,0.033644638542529096,2022-03-13 10:00:00,2592.1,2022-03-13 14:45:00,2584.9,87.21026756608967,87.21026756608967,-0.3641662031204762,-0.4172805281432378
ETH-PERP,buy,0.03366127959805008,2022-03-14 01:45:00,2580.0,2022-03-14 02:15:00,2579.6,86.8461013629692,86.8461013629692,-0.13503962858908838,-0.15538425427781827
ETH-PERP,buy,0.033470128434160695,2022-03-14 14:45:00,2590.7,2022-03-15 00:45:00,2540.4,86.71106173438011,86.71106173438011,-1.8037644634442391,-2.078745981761496
ETH-PERP,buy,0.03265790886993187,2022-03-15 07:45:00,2599.9,2022-03-15 10:30:00,2552.5,84.90729727093587,84.90729727093587,-1.6657715071977752,-1.960498492241629
ETH-PERP,buy,0.03209373704119139,2022-03-15 23:30:00,2593.7,2022-03-20 17:15:00,2914.2,83.2415257637381,83.2415257637381,10.162304355727422,12.199675132754654
ETH-PERP,buy,0.03204687782867821,2022-03-21 20:00:00,2914.6,2022-03-23 13:15:00,2950.3,93.40383011946551,93.40383011946551,1.0125073248396284,1.0832522223121577
ETH-PERP,buy,0.03136234427646741,2022-03-23 22:30:00,3010.5,2022-03-24 03:45:00,2988.0,94.41633744430514,94.41633744430514,-0.8373416617201886,-0.886240618114404
ETH-PERP,buy,0.031090400273293118,2022-03-24 05:30:00,3009.9,2022-03-26 22:15:00,3120.4,93.57899578258495,93.57899578258495,3.3020737936421356,3.526180133987943
