symbol,side,amount,open_time,open_price,close_time,close_price,value,notional,profit,profit_percent
ETH-PERP,sell,0.1370614035087719,2021-01-02 01:00:00,729.6,2021-01-02 21:00:00,773.76,99.99999999999999,99.99999999999999,-6.196868421052616,-6.201209267539895
ETH-PERP,buy,0.12123026723912762,2021-01-02 21:00:00,773.76,2021-01-11 09:00:00,1211.5,93.80313157894739,93.80313157894739,52.89886566101832,56.3540485989832
ETH-PERP,sell,0.12109120696654205,2021-01-11 09:00:00,1211.5,2021-01-14 05:00:00,1128.8,146.7019972399657,146.7019972399657,9.815869989968366,6.6957138259266
ETH-PERP,buy,0.13865863503714926,2021-01-14 05:00:00,1128.8,2021-01-14 11:00:00,1097.0,156.51786722993407,156.51786722993407,-4.625383067087331,-2.953111772857514
ETH-PERP,sell,0.13846169932802802,2021-01-14 11:00:00,1097.0,2021-01-14 13:00:00,1111.1,151.89248416284673,151.89248416284673,-2.166326055325532,-1.4272223920463452
ETH-PERP,buy,0.13475488984566755,2021-01-14 13:00:00,1111.1,2021-01-17 15:00:00,1182.1,149.7261581075212,149.7261581075212,9.351283239666556,6.241222000508216
ETH-PERP,sell,0.1345718986102595,2021-01-17 15:00:00,1182.1,2021-01-17 19:00:00,1220.7,159.07744134718774,159.07744134718774,-5.420819836942533,-3.410047975973845
ETH-PERP,buy,0.12587582658330893,2021-01-17 19:00:00,1220.7,2021-01-18 11:00:00,1194.4,153.6566215102452,153.6566215102452,-3.523336135287961,-2.2913893918886856
ETH-PERP,sell,0.12569766022685636,2021-01-18 11:00:00,1194.4,2021-01-18 13:00:00,1207.9,150.13328537495724,150.13328537495724,-1.9082928554766276,-1.2719561764232838
ETH-PERP,buy,0.12271296673522693,2021-01-18 13:00:00,1207.9,2021-01-20 19:00:00,1263.7,148.22499251948062,148.22499251948062,6.635075385817713,4.473222746891979
ETH-PERP,sell,0.12254496154569781,2021-01-20 19:00:00,1263.7,2021-01-20 21:00:00,1310.4,154.86006790529834,154.86006790529834,-5.943659794044441,-3.8407727381153873
ETH-PERP,buy,0.1136419475818482,2021-01-20 21:00:00,1310.4,2021-01-20 23:00:00,1274.7,148.9164081112539,148.9164081112539,-4.262660587757659,-2.8604496083510726
