symbol,side,amount,open_time,open_price,close_time,close_price,value,notional,profit,profit_percent
ETH-PERP,sell,0.02659150135616657,2022-01-02 01:00:00,3760.6,2022-01-04 03:00:00,3738.5,100.0,100.0,0.4480835504972708,0.4483974286973589
ETH-PERP,buy,0.026868552507823263,2022-01-04 03:00:00,3738.5,2022-01-04 07:00:00,3765.0,100.44808355049727,100.44808355049727,0.5708909128376014,0.5679466930324123
ETH-PERP,sell,0.026831068914564375,2022-01-04 07:00:00,3765.0,2022-01-04 09:00:00,3732.2,101.01897446333487,101.01897446333487,0.7392485374913274,0.7323043793338002
ETH-PERP,buy,0.02726494373314029,2022-01-04 09:00:00,3732.2,2022-01-04 15:00:00,3763.8,101.75822300082619,101.75822300082619,0.718507609210715,0.705599001764104
ETH-PERP,sell,0.027226933049055983,2022-01-04 15:00:00,3763.8,2022-01-06 01:00:00,3773.1,102.47673061003691,102.47673061003691,-0.39685514754441537,-0.38753494415642387
ETH-PERP,buy,0.027054643519252734,2022-01-06 01:00:00,3773.1,2022-01-11 23:00:00,3133.0,102.0798754624925,102.0798754624925,-17.448466768199488,-17.080997901135255
ETH-PERP,sell,0.027012897763898185,2022-01-11 23:00:00,3133.0,2022-01-14 19:00:00,3202.6,84.63140869429301,84.63140869429301,-1.9998977249183703,-2.3647232922605226
ETH-PERP,buy,0.02580138355379212,2022-01-14 19:00:00,3202.6,2022-01-14 23:00:00,3278.8,82.63151096937465,82.63151096937465,1.8490050656430865,2.2360860231161244
ETH-PERP,sell,0.02576568135751425,2022-01-14 23:00:00,3278.8,2022-01-17 11:00:00,3259.0,84.48051603501773,84.48051603501773,0.3922448807733831,0.46462742292181114
ETH-PERP,buy,0.02604257775875763,2022-01-17 11:00:00,3259.0,2022-01-20 21:00:00,3183.7,84.87276091579112,84.87276091579112,-2.078455266242893,-2.447194297529624
ETH-PERP,sell,0.02600568698355631,2022-01-20 21:00:00,3183.7,2022-01-21 05:00:00,3079.4,82.79430564954822,82.79430564954822,2.5983797996822227,3.140554074631773
ETH-PERP,buy,0.02773029987959682,2022-01-21 05:00:00,3079.4,2022-01-26 01:00:00,2482.2,85.39268544923044,85.39268544923044,-16.668492473162477,-19.50615863952712
ETH-PERP,sell,0.027686807258104896,2022-01-26 01:00:00,2482.2,2022-01-26 05:00:00,2414.2,68.72419297606797,68.72419297606797,1.7878069154101282,2.6032452029126927
ETH-PERP,buy,0.029207190742887128,2022-01-26 05:00:00,2414.2,2022-01-26 07:00:00,2459.4,70.5119998914781,70.5119998914781,1.220524106215342,1.729734426560865
ETH-PERP,sell,0.029166676424206485,2022-01-26 07:00:00,2459.4,2022-01-27 09:00:00,2391.1,71.73252399769343,71.73252399769343,1.8930529249763852,2.6408927006813365
ETH-PERP,buy,0.030791508896604,2022-01-27 09:00:00,2391.1,2022-01-27 17:00:00,2442.8,73.62557692266982,73.62557692266982,1.487730857555729,2.0192577587475085
ETH-PERP,sell,0.03074885695931945,2022-01-27 17:00:00,2442.8,2022-01-28 03:00:00,2395.1,75.11330778022555,75.11330778022555,1.3625885504011093,1.8153148500823224
ETH-PERP,buy,0.03193014752228578,2022-01-28 03:00:00,2395.1,2022-01-29 05:00:00,2535.4,76.47589633062668,76.47589633062668,4.369597582725666,5.709695751907337
ETH-PERP,sell,0.031886682146151424,2022-01-29 05:00:00,2535.4,2022-01-31 11:00:00,2512.2,80.84549391335233,80.84549391335233,0.6271051740300819,0.7762268801539745
ETH-PERP,buy,0.032430777441040684,2022-01-31 11:00:00,2512.2,2022-01-31 15:00:00,2530.2,81.4725990873824,81.4725990873824,0.4692837274206366,0.5755989913819305
ETH-PERP,sell,0.03238553585281916,2022-01-31 15:00:00,2530.2,2022-02-03 05:00:00,2654.0,81.94188281480304,81.94188281480304,-4.12685450505675,-5.039846760806245
ETH-PERP,buy,0.02931990516569189,2022-02-03 05:00:00,2654.0,2022-02-03 07:00:00,2680.8,77.81502830974628,77.81502830974628,0.6762823773859971,0.8684817387437032
ETH-PERP,sell,0.029279062476548896,2022-02-03 07:00:00,2680.8,2022-02-03 11:00:00,2657.9,78.49131068713228,78.49131068713228,0.5610720391224839,0.7153213008580794
ETH-PERP,buy,0.029742421733795387,2022-02-03 11:00:00,2657.9,2022-02-04 13:00:00,2772.7,79.05238272625476,79.05238272625476,3.301366578212411,4.173254650109402
ETH-PERP,sell,0.02970164435549002,2022-02-04 13:00:00,2772.7,2022-02-11 03:00:00,3123.1,82.35374930446717,82.35374930446717,-10.53003665051748,-12.795304316440573
ETH-PERP,buy,0.02299757057217178,2022-02-11 03:00:00,3123.1,2022-02-15 09:00:00,3023.1,71.82371265394968,71.82371265394968,-2.39870042499266,-3.3373692624122224
ETH-PERP,sell,0.022964841463715073,2022-02-15 09:00:00,3023.1,2022-02-17 21:00:00,2994.5,69.42501222895703,69.42501222895703,0.5600592048678107,0.8072760852877461
ETH-PERP,buy,0.023371204352588024,2022-02-17 21:00:00,2994.5,2022-02-23 13:00:00,2658.3,69.98507143382484,69.98507143382484,-7.949877824115106,-11.351444871875707
ETH-PERP,sell,0.023336415607610028,2022-02-23 13:00:00,2658.3,2022-02-24 03:00:00,2634.1,62.035193609709744,62.035193609709744,0.4782873055309724,0.7715335655773263
ETH-PERP,buy,0.023732387120929618,2022-02-24 03:00:00,2634.1,2022-02-25 05:00:00,2636.9,62.513480915240706,62.513480915240706,-0.02111470482148445,-0.033752615528938434
ETH-PERP,sell,0.023699179419173735,2022-02-25 05:00:00,2636.9,2022-02-25 07:00:00,2597.0,62.49236621041922,62.49236621041922,0.8587698642116197,1.3751622419208134
ETH-PERP,buy,0.02439396845384322,2022-02-25 07:00:00,2597.0,2022-02-25 09:00:00,2630.6,63.35113607463084,63.35113607463084,0.7303720034066074,1.1520884168144179
ETH-PERP,sell,0.024360035002675223,2022-02-25 09:00:00,2630.6,2022-02-28 03:00:00,2606.4,64.08150807803744,64.08150807803744,0.5002113947484297,0.7811329711380288
ETH-PERP,buy,0.024778130552787707,2022-02-28 03:00:00,2606.4,2022-02-28 23:00:00,2817.3,64.58171947278588,64.58171947278588,5.131635330907523,7.94039821296364
ETH-PERP,sell,0.024744739574661345,2022-02-28 23:00:00,2817.3,2022-03-03 23:00:00,2828.7,69.7133548036934,69.7133548036934,-0.3798861908981,-0.5453077083678292
ETH-PERP,buy,0.02451071821430173,2022-03-03 23:00:00,2828.7,2022-03-09 09:00:00,2619.9,69.3334686127953,69.3334686127953,-5.2113223326299005,-7.5110578815001166
ETH-PERP,sell,0.02447503579532249,2022-03-09 09:00:00,2619.9,2022-03-10 19:00:00,2594.3,64.1221462801654,64.1221462801654,0.5372285042094682,0.8384074126899199
ETH-PERP,buy,0.024923630568698632,2022-03-10 19:00:00,2594.3,2022-03-11 03:00:00,2614.1,64.65937478437486,64.65937478437486,0.4026193190424183,0.6222418388768263
ETH-PERP,sell,0.02488886963139026,2022-03-11 03:00:00,2614.1,2022-03-11 05:00:00,2604.1,65.06199410341728,65.06199410341728,0.1579761266565383,0.2429786999095689
